account_type,institution,source_description,description,amount,transaction_type,matched_transaction_type_rule_id
credit_card,American Express,PARAMOUNT+ WEST HOLLYWOO CA,PARAMOUNT+ WEST HOLLYWOO CA,-13.77,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-6.99,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-30.17,purchase,PURCH_001
credit_card,American Express,BT*TEAMWORKONLINE.COSHAKER HEIGHTS OH,BT*TEAMWORKONLINE. COSHAKER HEIGHTS OH,-5,purchase,PURCH_001
credit_card,American Express,AUTOPAY PAYMENT - THANK YOU,AUTOPAY - THANK YOU,180.82,credit_card_payment,CCPAY_002
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-6.99,purchase,PURCH_001
credit_card,American Express,DG STAGE+ BERLIN BE,DG STAGE+ BERLIN BE,-14.9,purchase,PURCH_001
credit_card,American Express,WIZARD101 <PHONE> TX,WIZARD101 <PHONE> TX,-84.75,purchase,PURCH_001
credit_card,American Express,AMAZON PRIME*NV8R008AMZN.COM/BILL WA,AMAZON PRIME*NV8R008AMZN. COM/BILL WA,-3.17,purchase,PURCH_001
credit_card,American Express,AMAZON SHOP WITH POINTS CREDIT,AMAZON SHOP WITH POINTS CREDIT,2.97,unknown,UNK_001
credit_card,American Express,AMAZON PRIME AMAZON.COM WA,AMAZON PRIME AMAZON. COM WA,-12.92,purchase,PURCH_001
credit_card,American Express,AMAZON.COM SEATTLE WA,AMAZON. COM SEATTLE WA,-2.97,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-13.24,purchase,PURCH_001
credit_card,American Express,PARAMOUNT+ WEST HOLLYWOO CA,PARAMOUNT+ WEST HOLLYWOO CA,-13.77,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-5.93,purchase,PURCH_001
credit_card,American Express,PRIME VIDEO CHANNELSAMZN.COM/BILL WA,PRIME VIDEO CHANNELSAMZN. COM/BILL WA,-8.47,purchase,PURCH_001
credit_card,American Express,SP ATLASCOFFEECLUB AUSTIN TX,SP ATLASCOFFEECLUB AUSTIN TX,-43.95,fee,FEE_001
credit_card,American Express,LOSE IT! NEW YORK NY,LOSE IT! NEW YORK NY,-39.99,purchase,PURCH_001
credit_card,American Express,SHEETZ DANVILLE PA,SHEETZ DANVILLE PA,-8.9,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-15.25,purchase,PURCH_001
credit_card,American Express,SHEETZ DANVILLE PA,SHEETZ DANVILLE PA,-5.93,purchase,PURCH_001
credit_card,American Express,BT*TEAMWORKONLINE.COSHAKER HEIGHTS OH,BT*TEAMWORKONLINE. COSHAKER HEIGHTS OH,-5,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-9.84,purchase,PURCH_001
credit_card,American Express,AUTOPAY PAYMENT - THANK YOU,AUTOPAY - THANK YOU,191.9,credit_card_payment,CCPAY_002
credit_card,American Express,DG STAGE+ BERLIN BE,DG STAGE+ BERLIN BE,-14.9,purchase,PURCH_001
credit_card,American Express,DOMINO'S 4889 000004DANVILLE PA,DOMINO'S 4889 000004DANVILLE PA,-22.73,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-4.98,purchase,PURCH_001
credit_card,American Express,AMAZON PRIME*BT4VL3VAMZN.COM/BILL WA,AMAZON PRIME*BT4VL3VAMZN. COM/BILL WA,-3.17,purchase,PURCH_001
credit_card,American Express,AMAZON PRIME AMAZON.COM WA,AMAZON PRIME AMAZON. COM WA,-15.89,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-5.93,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-19.36,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-7.41,purchase,PURCH_001
credit_card,American Express,AMAZON.COM AMZN.COM/BILL WA,AMAZON. COM AMZN. COM/BILL WA,-28.01,purchase,PURCH_001
credit_card,American Express,KINDLE SVCS*B86KZ9NN888-802-3080 WA,KINDLE SVCS*B86KZ9NN888-802-3080 WA,-10.59,purchase,PURCH_001
credit_card,American Express,KINDLE SVCS*BT6JO0DB888-802-3080 WA,KINDLE SVCS*BT6JO0DB888-802-3080 WA,-10.58,purchase,PURCH_001
credit_card,American Express,AMAZON MARKEPLACE NA PA,AMAZON MARKEPLACE NA PA,-141.79,purchase,PURCH_001
credit_card,American Express,PARAMOUNT+ WEST HOLLYWOO CA,PARAMOUNT+ WEST HOLLYWOO CA,-13.77,purchase,PURCH_001
credit_card,American Express,TILE / LIFE360 SAN MATEO CA,TILE / LIFE360 SAN MATEO CA,-89.03,purchase,PURCH_001
credit_card,American Express,ONLINE PAYMENT - THANK YOU,- THANK YOU,545.17,credit_card_payment,CCPAY_002
credit_card,American Express,AMAZON DIGITAL SVCS SEATTLE WA,AMAZON DIGITAL SVCS SEATTLE WA,-2.92,purchase,PURCH_001
credit_card,American Express,AMAZON SHOP WITH POINTS CREDIT,AMAZON SHOP WITH POINTS CREDIT,2.92,unknown,UNK_001
credit_card,American Express,PRIME VIDEO CHANNELSAMZN.COM/BILL WA,PRIME VIDEO CHANNELSAMZN. COM/BILL WA,-4.48,purchase,PURCH_001
credit_card,American Express,2 GUYS EATERY LLC 14DANVILLE PA,2 GUYS EATERY LLC 14DANVILLE PA,-7.62,purchase,PURCH_001
credit_card,American Express,BT*TEAMWORKONLINE.COSHAKER HEIGHTS OH,BT*TEAMWORKONLINE. COSHAKER HEIGHTS OH,-5,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-5.93,purchase,PURCH_001
credit_card,American Express,AMAZON MARKEPLACE NA PA,AMAZON MARKEPLACE NA PA,-114.46,purchase,PURCH_001
credit_card,American Express,AMAZON.COM AMZN.COM/BILL WA,AMAZON. COM AMZN. COM/BILL WA,-16.43,purchase,PURCH_001
credit_card,American Express,DG STAGE+ BERLIN BE,DG STAGE+ BERLIN BE,-14.9,purchase,PURCH_001
credit_card,American Express,AMAZON PRIME*BW5WM4OAMZN.COM/BILL WA,AMAZON PRIME*BW5WM4OAMZN. COM/BILL WA,-3.17,purchase,PURCH_001
credit_card,American Express,AMAZON PRIME AMAZON.COM WA,AMAZON PRIME AMAZON. COM WA,-15.89,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-6.99,purchase,PURCH_001
credit_card,American Express,AMAZON.COM AMZN.COM/BILL WA,AMAZON. COM AMZN. COM/BILL WA,-7.44,purchase,PURCH_001
credit_card,American Express,AMAZON.COM AMZN.COM/BILL WA,AMAZON. COM AMZN. COM/BILL WA,-7.44,purchase,PURCH_001
credit_card,American Express,EXPEDIA 733243042404EXPEDIA.COM WA,EXPEDIA 733243042404EXPEDIA. COM WA,8.46,unknown,UNK_001
credit_card,American Express,EXPEDIA 733243042404EXPEDIA.COM WA,EXPEDIA 733243042404EXPEDIA. COM WA,-44.92,purchase,PURCH_001
credit_card,American Express,EXPEDIA 733243042404EXPEDIA.COM WA,EXPEDIA 733243042404EXPEDIA. COM WA,-8.46,purchase,PURCH_001
credit_card,American Express,PARAMOUNT+ SAN FRANCISCO CA,PARAMOUNT+ SAN FRANCISCO CA,-13.77,purchase,PURCH_001
credit_card,American Express,THE SWISS COLONY LLCMONROE WI,THE SWISS COLONY LLC MONROE WI,-235.26,purchase,PURCH_001
credit_card,American Express,THE SWISS COLONY LLCMONROE WI,THE SWISS COLONY LLC MONROE WI,-37.69,purchase,PURCH_001
credit_card,American Express,UNITED AIRLINES HOUSTON TX,UNITED AIRLINES HOUSTON TX,-26.86,purchase,PURCH_001
credit_card,American Express,UNITED AIRLINES HOUSTON TX,UNITED AIRLINES HOUSTON TX,-38.69,purchase,PURCH_001
credit_card,American Express,UNITED AIRLINES HOUSTON TX,UNITED AIRLINES HOUSTON TX,-38.69,purchase,PURCH_001
credit_card,American Express,UNITED AIRLINES HOUSTON TX,UNITED AIRLINES HOUSTON TX,-458.57,purchase,PURCH_001
credit_card,American Express,UNITED AIRLINES HOUSTON TX,UNITED AIRLINES HOUSTON TX,-458.57,purchase,PURCH_001
credit_card,American Express,ONLINE PAYMENT - THANK YOU,- THANK YOU,1000,credit_card_payment,CCPAY_002
credit_card,American Express,AMAZON DIGITAL SVCS SEATTLE WA,AMAZON DIGITAL SVCS SEATTLE WA,-1.05,purchase,PURCH_001
credit_card,American Express,AMAZON DIGITAL SVCS SEATTLE WA,AMAZON DIGITAL SVCS SEATTLE WA,-2.92,purchase,PURCH_001
credit_card,American Express,AMAZON SHOP WITH POINTS CREDIT,AMAZON SHOP WITH POINTS CREDIT,1.05,unknown,UNK_001
credit_card,American Express,AMAZON SHOP WITH POINTS CREDIT,AMAZON SHOP WITH POINTS CREDIT,2.92,unknown,UNK_001
credit_card,American Express,PRIME VIDEO CHANNELSAMZN.COM/BILL WA,PRIME VIDEO CHANNELSAMZN. COM/BILL WA,-6.61,purchase,PURCH_001
credit_card,American Express,VCN*FLORIDAVITALSTATJACKSONVILLE FL,VCN*FLORIDAVITALSTATJACKSONVILLE FL,-39.5,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-6.87,purchase,PURCH_001
credit_card,American Express,BT*TEAMWORKONLINE.COSHAKER HEIGHTS OH,BT*TEAMWORKONLINE. COSHAKER HEIGHTS OH,-5,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-26.08,purchase,PURCH_001
credit_card,American Express,SP ATLASCOFFEECLUB AUSTIN TX,SP ATLASCOFFEECLUB AUSTIN TX,-43.95,fee,FEE_001
credit_card,American Express,GGLPAY SHEETZ DANVILLE PA,GGLPAY SHEETZ DANVILLE PA,-14.47,purchase,PURCH_001
credit_card,American Express,GGLPAY CHIPOTLE 4829BLOOMSBURG PA,GGLPAY CHIPOTLE 4829BLOOMSBURG PA,-17.01,purchase,PURCH_001
credit_card,American Express,DG STAGE+ BERLIN BE,DG STAGE+ BERLIN BE,-14.9,purchase,PURCH_001
credit_card,American Express,AMAZON PRIME*C85JX5BAMZN.COM/BILL WA,AMAZON PRIME*C85JX5BAMZN. COM/BILL WA,-3.17,purchase,PURCH_001
credit_card,American Express,AMAZON PRIME AMAZON.COM WA,AMAZON PRIME AMAZON. COM WA,-15.89,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-14.89,purchase,PURCH_001
credit_card,American Express,PARAMOUNT+ SAN FRANCISCO CA,PARAMOUNT+ SAN FRANCISCO CA,-13.77,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-9.84,purchase,PURCH_001
credit_card,American Express,THEPARKINGSPOT-ECW28CHICAGO IL,THEPARKINGSPOT-ECW28CHICAGO IL,-55.48,purchase,PURCH_001
credit_card,American Express,UNITED AIRLINES HOUSTON TX,UNITED AIRLINES HOUSTON TX,-24,purchase,PURCH_001
credit_card,American Express,UNITED AIRLINES HOUSTON TX,UNITED AIRLINES HOUSTON TX,-24,purchase,PURCH_001
credit_card,American Express,UNITED AIRLINES HOUSTON TX,UNITED AIRLINES HOUSTON TX,-24,purchase,PURCH_001
credit_card,American Express,UNITED AIRLINES HOUSTON TX,UNITED AIRLINES HOUSTON TX,-24,purchase,PURCH_001
credit_card,American Express,KINDLE UNLTD*YF1ET5L888-802-3080 WA,KINDLE UNLTD*YF1ET5L888-802-3080 WA,-12.71,purchase,PURCH_001
credit_card,American Express,LYFT *RIDE SUN 5PM855-865-9553 CA,LYFT *RIDE SUN 5PM855-865-9553 CA,-52.39,purchase,PURCH_001
credit_card,American Express,THEPARKINGSPOT-ECW28CHICAGO IL,THEPARKINGSPOT-ECW28CHICAGO IL,-61.6,purchase,PURCH_001
credit_card,American Express,UNITED AIRLINES HOUSTON TX,UNITED AIRLINES HOUSTON TX,24,unknown,UNK_001
credit_card,American Express,UNITED AIRLINES HOUSTON TX,UNITED AIRLINES HOUSTON TX,24,unknown,UNK_001
credit_card,American Express,PRIME VIDEO CHANNELSAMZN.COM/BILL WA,PRIME VIDEO CHANNELSAMZN. COM/BILL WA,-1.05,purchase,PURCH_001
credit_card,American Express,PRIME VIDEO CHANNELSAMZN.COM/BILL WA,PRIME VIDEO CHANNELSAMZN. COM/BILL WA,-9.53,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-25.64,purchase,PURCH_001
credit_card,American Express,BT*TEAMWORKONLINE.COSHAKER HEIGHTS OH,BT*TEAMWORKONLINE. COSHAKER HEIGHTS OH,-5,purchase,PURCH_001
credit_card,American Express,BLUEMOUNTAINMEMBRSHPCLEVELAND OH,BLUEMOUNTAINMEMBRSHPCLEVELAND OH,-42.39,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-11.61,purchase,PURCH_001
credit_card,American Express,2 GUYS EATERY LLC 14DANVILLE PA,2 GUYS EATERY LLC 14DANVILLE PA,-7.41,purchase,PURCH_001
credit_card,American Express,AUTOPAY PAYMENT - THANK YOU,AUTOPAY - THANK YOU,748.53,credit_card_payment,CCPAY_002
credit_card,American Express,DG STAGE+ BERLIN BE,DG STAGE+ BERLIN BE,-14.9,purchase,PURCH_001
credit_card,American Express,AMAZON PRIME*8003E4XAMZN.COM/BILL WA,AMAZON PRIME*8003E4XAMZN. COM/BILL WA,-3.17,purchase,PURCH_001
credit_card,American Express,AMAZON SHOP WITH POINTS CREDIT,AMAZON SHOP WITH POINTS CREDIT,10.86,unknown,UNK_001
credit_card,American Express,AMAZON PRIME AMAZON.COM WA,AMAZON PRIME AMAZON. COM WA,-5.03,purchase,PURCH_001
credit_card,American Express,AMAZON.COM SEATTLE WA,AMAZON. COM SEATTLE WA,-10.86,purchase,PURCH_001
credit_card,American Express,LINKEDINPREA *062769MOUNTAIN VIEW,LINKEDINPREA *062769MOUNTAIN VIEW,-21.19,purchase,PURCH_001
credit_card,American Express,KINDLE UNLTD*B93GY9Z888-802-3080 WA,KINDLE UNLTD*B93GY9Z888-802-3080 WA,-12.71,purchase,PURCH_001
credit_card,American Express,PRIME VIDEO CHANNELSAMZN.COM/BILL WA,PRIME VIDEO CHANNELSAMZN. COM/BILL WA,-6.88,purchase,PURCH_001
credit_card,American Express,PRIME VIDEO CHANNELSAMZN.COM/BILL WA,PRIME VIDEO CHANNELSAMZN. COM/BILL WA,-9.53,purchase,PURCH_001
credit_card,American Express,BT*TEAMWORKONLINE.COSHAKER HEIGHTS OH,BT*TEAMWORKONLINE. COSHAKER HEIGHTS OH,-5,purchase,PURCH_001
credit_card,American Express,AMAZON DIGIT*MB0E862888-802-3080 WA,AMAZON DIGIT*MB0E862888-802-3080 WA,-11.65,purchase,PURCH_001
credit_card,American Express,AUTOPAY PAYMENT - THANK YOU,AUTOPAY - THANK YOU,427.52,credit_card_payment,CCPAY_002
credit_card,American Express,DG STAGE+ BERLIN BE,DG STAGE+ BERLIN BE,-14.9,purchase,PURCH_001
credit_card,American Express,THEPARKINGSPOT-ECW28CHICAGO IL,THEPARKINGSPOT-ECW28CHICAGO IL,-149.79,purchase,PURCH_001
credit_card,American Express,AMAZON PRIME*BE2NK3YAMZN.COM/BILL WA,AMAZON PRIME*BE2NK3YAMZN. COM/BILL WA,-3.17,purchase,PURCH_001
credit_card,American Express,AMAZON PRIME AMAZON.COM WA,AMAZON PRIME AMAZON. COM WA,-15.89,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-13.62,purchase,PURCH_001
credit_card,American Express,LINKEDINPREA *689488MOUNTAIN VIEW,LINKEDINPREA *689488MOUNTAIN VIEW,-21.19,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-29.48,purchase,PURCH_001
credit_card,American Express,AMAZON DIGIT*2R4YT4R888-802-3080 WA,AMAZON DIGIT*2R4YT4R888-802-3080 WA,-12.71,purchase,PURCH_001
credit_card,American Express,AMAZON DIGITAL SVCS AMZN.COM/BILL WA,AMAZON DIGITAL SVCS AMZN. COM/BILL WA,-9.53,purchase,PURCH_001
credit_card,American Express,AMAZON DIGITAL SVCS SEATTLE WA,AMAZON DIGITAL SVCS SEATTLE WA,-2.66,purchase,PURCH_001
credit_card,American Express,AMAZON PAY WITH POINTS CREDIT,AMAZON PAY WITH POINTS CREDIT,2.66,unknown,UNK_001
credit_card,American Express,PRIME VIDEO CHANNELSAMZN.COM/BILL WA,PRIME VIDEO CHANNELSAMZN. COM/BILL WA,-5.81,purchase,PURCH_001
credit_card,American Express,BT*TEAMWORKONLINE.COSHAKER HEIGHTS OH,BT*TEAMWORKONLINE. COSHAKER HEIGHTS OH,-5,purchase,PURCH_001
credit_card,American Express,AMAZON DIGIT*S93QZ3A888-802-3080 WA,AMAZON DIGIT*S93QZ3A888-802-3080 WA,-12.71,purchase,PURCH_001
credit_card,American Express,AUTOPAY PAYMENT - THANK YOU,AUTOPAY - THANK YOU,282.86,credit_card_payment,CCPAY_002
credit_card,American Express,AMAZON DIGITAL SVCS SEATTLE WA,AMAZON DIGITAL SVCS SEATTLE WA,-2.01,purchase,PURCH_001
credit_card,American Express,AMAZON PAY WITH POINTS CREDIT,AMAZON PAY WITH POINTS CREDIT,2.01,unknown,UNK_001
credit_card,American Express,DG STAGE+ BERLIN BE,DG STAGE+ BERLIN BE,-14.9,purchase,PURCH_001
credit_card,American Express,AMAZON PRIME*B72IR7WAMZN.COM/BILL WA,AMAZON PRIME*B72IR7WAMZN. COM/BILL WA,-3.17,purchase,PURCH_001
credit_card,American Express,AMAZON PRIME AMAZON.COM WA,AMAZON PRIME AMAZON. COM WA,-15.89,purchase,PURCH_001
credit_card,American Express,MICROSOFT MSBILL.INFO,MICROSOFT MSBILL. INFO,-17.48,purchase,PURCH_001
credit_card,American Express,RENEWAL MEMBERSHIP FEE,RENEWAL MEMBERSHIP FEE,-95,fee,FEE_001
credit_card,American Express,LINKEDIN*P3003378629MOUNTAIN VIEW,LINKEDIN*P3003378629MOUNTAIN VIEW,-42.39,purchase,PURCH_001
credit_card,American Express,DOMINO'S 4889 000004DANVILLE PA,DOMINO'S 4889 000004DANVILLE PA,-12.71,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-27.17,purchase,PURCH_001
credit_card,American Express,NORTON RENEWAL <PHONE> CA,NORTON RENEWAL <PHONE> CA,-100.69,purchase,PURCH_001
credit_card,American Express,AMAZON DIGIT*7417Q6G888-802-3080 WA,AMAZON DIGIT*7417Q6G888-802-3080 WA,-12.71,purchase,PURCH_001
credit_card,American Express,AMAZON DIGITAL SVCS AMZN.COM/BILL WA,AMAZON DIGITAL SVCS AMZN. COM/BILL WA,-8.47,purchase,PURCH_001
credit_card,American Express,AMAZON DIGITAL SVCS AMZN.COM/BILL WA,AMAZON DIGITAL SVCS AMZN. COM/BILL WA,-9.53,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-8.86,purchase,PURCH_001
credit_card,American Express,BT*TEAMWORKONLINE.COSHAKER HEIGHTS OH,BT*TEAMWORKONLINE. COSHAKER HEIGHTS OH,-5,purchase,PURCH_001
credit_card,American Express,MEM RWDS ANNUAL PROGRAM FEE,MEM RWDS ANNUAL PROGRAM FEE,-40,fee,FEE_001
credit_card,American Express,AUTOPAY PAYMENT - THANK YOU,AUTOPAY - THANK YOU,224.34,credit_card_payment,CCPAY_002
credit_card,American Express,DG STAGE+ BERLIN BE,DG STAGE+ BERLIN BE,-14.9,purchase,PURCH_001
credit_card,American Express,MICROSOFT MSBILL.INFO,MICROSOFT MSBILL. INFO,-14.83,purchase,PURCH_001
credit_card,American Express,SHEETZ ECOMMERCE 12 ALTOONA PA,SHEETZ ECOMMERCE 12 ALTOONA PA,-43.16,purchase,PURCH_001
credit_card,American Express,LINKEDIN*P3016018583MOUNTAIN VIEW,LINKEDIN*P3016018583MOUNTAIN VIEW,-42.39,purchase,PURCH_001
credit_card,American Express,AMAZON DIGIT*L408P7U888-802-3080 WA,AMAZON DIGIT*L408P7U888-802-3080 WA,-12.71,purchase,PURCH_001
credit_card,American Express,AMAZON DIGITAL SVCS SEATTLE WA,AMAZON DIGITAL SVCS SEATTLE WA,-0.89,purchase,PURCH_001
credit_card,American Express,AMAZON PAY WITH POINTS CREDIT,AMAZON PAY WITH POINTS CREDIT,0.89,unknown,UNK_001
credit_card,American Express,PRIME VIDEO *AX8JO3Q888-802-3080 WA,PRIME VIDEO *AX8JO3Q888-802-3080 WA,-1.22,purchase,PURCH_001
credit_card,American Express,BT*TEAMWORKONLINE.COSHAKER HEIGHTS OH,BT*TEAMWORKONLINE. COSHAKER HEIGHTS OH,-5,purchase,PURCH_001
credit_card,American Express,AMAZON DIGIT*ZF0J827888-802-3080 WA,AMAZON DIGIT*ZF0J827888-802-3080 WA,-12.71,purchase,PURCH_001
credit_card,American Express,MICROSOFT MSBILL.INFO,MICROSOFT MSBILL. INFO,-137.79,purchase,PURCH_001
credit_card,American Express,KINDLE SVCS*VG8TE14H888-802-3080 WA,KINDLE SVCS*VG8TE14H888-802-3080 WA,-27.55,purchase,PURCH_001
credit_card,American Express,AUTOPAY PAYMENT - THANK YOU,AUTOPAY - THANK YOU,394.63,credit_card_payment,CCPAY_002
credit_card,American Express,DG STAGE+ BERLIN BE,DG STAGE+ BERLIN BE,-14.9,purchase,PURCH_001
credit_card,American Express,HYVAGTVXJ2 <ID> DC,HYVAGTVXJ2 <ID> DC,-5.6,purchase,PURCH_001
credit_card,American Express,MICROSOFT MSBILL.INFO,MICROSOFT MSBILL. INFO,-14.83,purchase,PURCH_001
credit_card,American Express,LINKEDIN*P3033128791MOUNTAIN VIEW,LINKEDIN*P3033128791MOUNTAIN VIEW,-254.28,purchase,PURCH_001
credit_card,American Express,AMAZON DIGIT*X15CZ1G888-802-3080 WA,AMAZON DIGIT*X15CZ1G888-802-3080 WA,-12.71,purchase,PURCH_001
credit_card,American Express,AMAZON MARKEPLACE NA PA,AMAZON MARKEPLACE NA PA,-206.24,purchase,PURCH_001
credit_card,American Express,KINDLE SVCS*DW97E795888-802-3080 WA,KINDLE SVCS*DW97E795888-802-3080 WA,-2.11,purchase,PURCH_001
credit_card,American Express,AMAZON DIGIT*SB3JY83888-802-3080 WA,AMAZON DIGIT*SB3JY83888-802-3080 WA,-12.71,purchase,PURCH_001
credit_card,American Express,BT*TEAMWORKONLINE.COSHAKER HEIGHTS OH,BT*TEAMWORKONLINE. COSHAKER HEIGHTS OH,-5,purchase,PURCH_001
credit_card,American Express,LATE FEE,LATE FEE,-38,fee,FEE_001
credit_card,American Express,ONLINE PAYMENT - THANK YOU,- THANK YOU,113,credit_card_payment,CCPAY_002
credit_card,American Express,ONLINE PAYMENT - THANK YOU,- THANK YOU,29.33,credit_card_payment,CCPAY_002
credit_card,American Express,LAPELS DRY CLEANING BLOOMSBURG PA,LAPELS DRY CLEANING BLOOMSBURG PA,-14.5,purchase,PURCH_001
credit_card,American Express,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,-72.43,finance_charge,FINCHG_001
credit_card,American Express,LAPELS DRY CLEANING BLOOMSBURG PA,LAPELS DRY CLEANING BLOOMSBURG PA,-17.24,purchase,PURCH_001
credit_card,American Express,CARESITE PHARM230302ELYSBURG PA,CARESITE PHARM230302ELYSBURG PA,-63.98,purchase,PURCH_001
credit_card,American Express,CARESITE PHARM230302ELYSBURG PA,CARESITE PHARM230302ELYSBURG PA,-100,purchase,PURCH_001
credit_card,American Express,ONLINE PAYMENT - THANK YOU,- THANK YOU,156,credit_card_payment,CCPAY_002
credit_card,American Express,GIANT 6262/UNBRANDEDDANVILLE PA,GIANT 6262/UNBRANDEDDANVILLE PA,-42.36,purchase,PURCH_001
credit_card,American Express,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,-67.68,finance_charge,FINCHG_001
credit_card,American Express,3-AVE C MKT 88897900TROY MI,3-AVE C MKT 88897900TROY MI,-1.5,purchase,PURCH_001
credit_card,American Express,GIANT FOOD DANVILLE PA,GIANT FOOD DANVILLE PA,-43.69,purchase,PURCH_001
credit_card,American Express,TACO BELL <DATECODE> 035DANVILLE PA,TACO BELL <DATECODE> 035DANVILLE PA,-16.07,purchase,PURCH_001
credit_card,American Express,AUTOPAY PAYMENT - THANK YOU,AUTOPAY - THANK YOU,115,credit_card_payment,CCPAY_002
credit_card,American Express,GEISINGER CLINIC 319DANVILLE PA,GEISINGER CLINIC 319DANVILLE PA,-22.51,purchase,PURCH_001
credit_card,American Express,RINEHART MARR & MURDDANVILLE PA,RINEHART MARR & MURDDANVILLE PA,-248.5,purchase,PURCH_001
credit_card,American Express,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,-80.97,finance_charge,FINCHG_001
credit_card,American Express,3-AVENUE C SECURE PATROY MI,3-AVENUE C SECURE PATROY MI,-11.07,purchase,PURCH_001
credit_card,American Express,3-AVENUE C SECURE PATROY MI,3-AVENUE C SECURE PATROY MI,-5.78,purchase,PURCH_001
credit_card,American Express,THE HOME DEPOT BLOOMSBURG PA,THE HOME DEPOT BLOOMSBURG PA,-50.29,purchase,PURCH_001
credit_card,American Express,THE HOME DEPOT BLOOMSBURG PA,THE HOME DEPOT BLOOMSBURG PA,24.83,unknown,UNK_001
credit_card,American Express,THE HOME DEPOT BLOOMSBURG PA,THE HOME DEPOT BLOOMSBURG PA,-38.22,purchase,PURCH_001
credit_card,American Express,AUTOPAY PAYMENT - THANK YOU,AUTOPAY - THANK YOU,130.12,credit_card_payment,CCPAY_002
credit_card,American Express,MCDONALD'S DANVILLE PA,MCDONALD'S DANVILLE PA,-17.78,purchase,PURCH_001
credit_card,American Express,SUNOCO <ID> 08DANVILLE PA,SUNOCO <ID> 08DANVILLE PA,-36.73,purchase,PURCH_001
credit_card,American Express,FYE R AND R HALL OF CLEVELAND OH,FYE R AND R HALL OF CLEVELAND OH,-68,purchase,PURCH_001
credit_card,American Express,R AND R HOF BOX OFFICLEVELAND OH,R AND R HOF BOX OFFICLEVELAND OH,-52,purchase,PURCH_001
credit_card,American Express,UBER,UBER,-19.48,purchase,PURCH_001
credit_card,American Express,UBER,UBER,-19.77,purchase,PURCH_001
